Food Name,Category,Calories (per 100g),Carbs (g),Protein (g),Fat (g),Serving Size (g),Meal Time,Dietary Suitability,Ingredients,Description
Vegetable Salad,Snack,381,19.0,2.8,24.1,250,Morning,Diabetic Friendly,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Parotta,Dinner,391,27.5,4.6,1.7,200,Morning,Weight Loss,Ingredients Not Available,Parotta is a popular dish served as dinner.
Beans Stir Fry,Side Dish,269,65.4,4.5,28.0,250,Anytime,Weight Gain,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Keerai Poriyal,Side Dish,194,67.3,16.4,12.9,100,Morning,Weight Gain,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Tamarind Rice,Lunch,134,64.7,7.0,27.2,200,Evening,Diabetic Friendly,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Kootu,Side Dish,278,14.5,15.9,6.6,200,Morning,Immunity Boost,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Dosa,Breakfast,239,13.3,15.7,16.4,300,Anytime,Immunity Boost,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Carrot Halwa,Dessert,196,13.8,13.8,23.2,300,Afternoon,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Vegetable Salad,Snack,370,19.6,19.7,4.8,250,Anytime,Balanced Diet,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Vegetable Salad,Snack,341,58.3,4.2,18.8,150,Evening,Immunity Boost,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Chicken Curry,Side Dish,126,17.7,15.8,23.8,250,Anytime,Weight Gain,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Pesarattu,Breakfast,328,56.2,18.4,17.3,200,Afternoon,Balanced Diet,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Carrot Halwa,Dessert,216,15.3,6.5,8.6,300,Evening,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Chapati,Lunch,391,24.9,4.3,9.2,150,Morning,Weight Gain,Ingredients Not Available,Chapati is a popular dish served as lunch.
Peanut Ladoo,Snack,95,66.2,9.2,7.7,100,Morning,Weight Gain,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Chicken 65,Snack,351,28.3,9.4,4.1,200,Evening,Weight Loss,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Payasam,Dessert,81,58.7,16.2,9.7,200,Afternoon,Weight Gain,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Paneer Butter Masala,Side Dish,149,40.6,17.2,21.8,300,Morning,Weight Gain,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Mint Chutney,Side Dish,251,48.0,16.8,18.8,250,Evening,Weight Gain,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Egg Dosa,Breakfast,181,58.1,18.5,7.0,100,Evening,Weight Gain,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Idli,Breakfast,44,20.7,18.4,12.5,300,Afternoon,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Egg Curry,Side Dish,68,16.6,7.0,2.6,300,Morning,Immunity Boost,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Beans Stir Fry,Side Dish,346,40.9,9.1,16.1,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Tamarind Rice,Lunch,244,49.4,9.2,23.4,250,Evening,Weight Loss,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Coconut Chutney,Side Dish,330,59.9,5.8,2.5,100,Afternoon,Balanced Diet,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Banana Chips,Snack,190,42.1,11.5,17.3,100,Anytime,Immunity Boost,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Chapati,Lunch,124,64.2,17.7,11.0,200,Evening,Diabetic Friendly,Ingredients Not Available,Chapati is a popular dish served as lunch.
Curd Rice,Lunch,190,20.3,9.1,7.1,200,Anytime,Weight Gain,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Vegetable Sandwich,Snack,313,51.4,14.3,11.7,150,Afternoon,Weight Loss,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Tomato Soup,Soup,210,33.0,15.4,21.9,100,Afternoon,Immunity Boost,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Pumpkin Sambar,Side Dish,229,19.2,13.6,12.7,100,Anytime,Weight Gain,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Vegetable Sandwich,Snack,218,41.5,3.1,11.5,300,Afternoon,Weight Loss,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Sambar,Side Dish,254,65.2,8.7,4.4,150,Afternoon,Weight Gain,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Vegetable Kurma,Side Dish,119,43.0,13.9,18.5,150,Morning,Balanced Diet,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Banana Chips,Snack,219,29.9,10.3,7.5,200,Evening,Diabetic Friendly,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Peanut Ladoo,Snack,197,63.9,16.7,8.3,250,Afternoon,Weight Loss,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Idli,Breakfast,310,63.3,10.5,24.0,300,Anytime,Weight Loss,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Paneer Butter Masala,Side Dish,104,49.6,4.8,4.8,200,Anytime,Immunity Boost,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Idiyappam,Breakfast,367,33.3,15.1,19.0,100,Anytime,Immunity Boost,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Lemon Rice,Lunch,167,32.2,11.7,1.6,100,Afternoon,Weight Loss,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Fruits Bowl,Snack,93,64.4,4.3,5.1,150,Evening,Weight Loss,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Rasam,Soup,344,22.4,14.4,2.1,300,Evening,Immunity Boost,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Idiyappam,Breakfast,41,44.5,12.2,20.2,100,Evening,Immunity Boost,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Egg Curry,Side Dish,108,16.5,14.8,16.7,200,Evening,Weight Loss,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Fish Fry,Side Dish,171,41.3,17.0,29.4,100,Afternoon,Weight Loss,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Pesarattu,Breakfast,194,50.4,14.3,17.5,150,Anytime,Diabetic Friendly,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Idli,Breakfast,249,28.7,15.5,21.9,150,Afternoon,Weight Gain,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Pav Bhaji,Snack,393,24.1,6.7,20.3,150,Morning,Weight Gain,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Paneer Butter Masala,Side Dish,317,55.0,19.6,1.9,150,Evening,Weight Gain,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Mint Chutney,Side Dish,362,27.3,3.4,1.3,200,Evening,Diabetic Friendly,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Biryani,Lunch,212,52.2,2.6,5.5,300,Afternoon,Balanced Diet,Ingredients Not Available,Biryani is a popular dish served as lunch.
Vadai,Snack,393,63.6,3.9,4.3,100,Evening,Balanced Diet,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Chapati,Lunch,282,53.8,5.5,22.1,300,Morning,Diabetic Friendly,Ingredients Not Available,Chapati is a popular dish served as lunch.
Carrot Halwa,Dessert,315,40.5,14.8,13.4,100,Morning,Immunity Boost,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Tomato Soup,Soup,104,37.8,9.6,25.9,300,Afternoon,Weight Loss,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Chapati,Lunch,350,35.4,6.8,17.1,300,Morning,Diabetic Friendly,Ingredients Not Available,Chapati is a popular dish served as lunch.
Aloo Paratha,Breakfast,85,24.3,8.6,1.4,250,Morning,Diabetic Friendly,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Vegetable Pulao,Lunch,349,38.3,2.2,15.9,250,Evening,Balanced Diet,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Idiyappam,Breakfast,71,60.7,14.2,2.1,250,Anytime,Weight Loss,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Ghee Rice,Lunch,80,62.7,17.3,18.6,100,Morning,Immunity Boost,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Tamarind Rice,Lunch,42,15.2,5.2,5.6,100,Afternoon,Weight Loss,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Vadai,Snack,173,36.3,7.6,26.9,250,Evening,Weight Loss,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Pongal,Breakfast,257,68.8,17.1,16.4,100,Anytime,Diabetic Friendly,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Banana Chips,Snack,122,17.1,5.8,24.0,250,Afternoon,Weight Gain,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Vadai,Snack,252,25.0,17.7,20.4,300,Afternoon,Diabetic Friendly,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Coconut Chutney,Side Dish,342,21.9,11.0,2.1,250,Evening,Diabetic Friendly,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Vadai,Snack,278,40.5,14.9,15.9,200,Anytime,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Vegetable Pulao,Lunch,111,41.5,12.5,26.1,300,Afternoon,Weight Gain,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Ragi Mudde,Lunch,186,43.4,11.2,27.7,200,Anytime,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Mutton Curry,Side Dish,319,66.9,17.6,11.4,100,Evening,Immunity Boost,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Banana Chips,Snack,343,11.9,17.8,3.9,200,Afternoon,Weight Gain,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Chicken Curry,Side Dish,45,56.4,11.8,3.7,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Thengai Sevai,Lunch,295,18.3,6.5,13.7,100,Anytime,Balanced Diet,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Carrot Halwa,Dessert,301,63.4,8.2,7.7,200,Afternoon,Balanced Diet,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Milkshake,Beverage,283,48.9,12.9,23.3,200,Afternoon,Immunity Boost,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Tamarind Rice,Lunch,236,36.6,4.7,21.6,150,Afternoon,Balanced Diet,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Chicken 65,Snack,394,25.3,11.5,15.5,300,Afternoon,Diabetic Friendly,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Fruits Bowl,Snack,114,56.8,3.0,4.3,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Lemon Rice,Lunch,232,64.5,9.4,10.4,100,Morning,Balanced Diet,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Peanut Ladoo,Snack,278,36.5,11.8,2.7,100,Evening,Weight Loss,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Biryani,Lunch,342,27.3,9.9,27.7,250,Afternoon,Immunity Boost,Ingredients Not Available,Biryani is a popular dish served as lunch.
Fish Fry,Side Dish,179,64.4,9.2,17.0,300,Anytime,Immunity Boost,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Mutton Curry,Side Dish,136,62.8,7.2,3.1,300,Morning,Weight Loss,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Vegetable Pulao,Lunch,95,60.3,9.2,5.2,150,Evening,Weight Gain,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Keerai Poriyal,Side Dish,100,47.9,5.6,10.9,250,Evening,Balanced Diet,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Dal Tadka,Side Dish,136,44.3,4.9,27.8,200,Morning,Balanced Diet,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Fish Fry,Side Dish,176,15.9,18.7,27.1,200,Afternoon,Immunity Boost,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Biryani,Lunch,327,62.6,17.5,10.1,100,Afternoon,Weight Gain,Ingredients Not Available,Biryani is a popular dish served as lunch.
Idiyappam,Breakfast,333,52.0,7.9,18.1,200,Morning,Immunity Boost,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Chicken Curry,Side Dish,283,48.9,15.7,20.4,300,Evening,Diabetic Friendly,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Ghee Rice,Lunch,283,14.3,8.7,15.1,150,Evening,Immunity Boost,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Biryani,Lunch,329,26.1,8.7,11.1,200,Morning,Weight Loss,Ingredients Not Available,Biryani is a popular dish served as lunch.
Rasam,Soup,42,11.2,5.8,10.3,250,Anytime,Weight Gain,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Masala Tea,Beverage,124,66.2,14.4,11.8,150,Afternoon,Immunity Boost,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Kuzhambu,Side Dish,208,58.0,8.1,15.4,150,Morning,Weight Loss,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Ghee Rice,Lunch,355,41.0,8.4,15.9,150,Anytime,Weight Loss,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Dosa,Breakfast,137,39.9,19.4,25.2,300,Afternoon,Weight Loss,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Rasam,Soup,272,35.1,6.5,2.1,200,Morning,Weight Loss,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Banana Chips,Snack,241,65.3,7.7,25.7,200,Morning,Immunity Boost,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Beans Stir Fry,Side Dish,320,45.5,18.7,5.5,100,Morning,Immunity Boost,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Kootu,Side Dish,99,26.9,15.7,11.3,150,Morning,Immunity Boost,"Vegetables, Coconut, Spices, Lentils",Kootu is a popular dish served as side dish.
Curd Rice,Lunch,88,10.1,3.2,28.0,150,Morning,Immunity Boost,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Kuzhambu,Side Dish,63,69.4,7.1,12.4,150,Evening,Immunity Boost,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Mutton Curry,Side Dish,302,31.3,16.7,2.9,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Mutton Curry is a popular dish served as side dish.
Pumpkin Sambar,Side Dish,55,44.8,5.7,26.3,300,Morning,Immunity Boost,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Idli,Breakfast,151,49.6,16.1,23.8,250,Afternoon,Immunity Boost,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Fish Fry,Side Dish,239,24.6,19.9,17.9,100,Anytime,Diabetic Friendly,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Fish Fry,Side Dish,323,45.2,19.4,21.8,250,Anytime,Diabetic Friendly,Ingredients Not Available,Fish Fry is a popular dish served as side dish.
Parotta,Dinner,374,52.5,10.0,3.9,150,Afternoon,Weight Loss,Ingredients Not Available,Parotta is a popular dish served as dinner.
Peanut Ladoo,Snack,104,43.8,15.9,20.4,100,Evening,Diabetic Friendly,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Ragi Mudde,Lunch,258,12.9,9.2,2.6,300,Evening,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Beans Stir Fry,Side Dish,311,24.8,11.2,25.9,300,Afternoon,Immunity Boost,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Pumpkin Sambar,Side Dish,192,42.9,6.6,17.5,200,Anytime,Balanced Diet,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Vadai,Snack,265,24.0,16.6,18.7,250,Anytime,Weight Gain,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Paneer Butter Masala,Side Dish,52,12.8,4.8,4.6,250,Evening,Weight Loss,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Curd Rice,Lunch,320,12.2,17.7,29.4,150,Evening,Weight Loss,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Dal Tadka,Side Dish,315,60.1,4.0,3.5,200,Afternoon,Balanced Diet,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Carrot Halwa,Dessert,331,23.9,9.1,16.6,200,Afternoon,Weight Gain,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Biryani,Lunch,67,25.4,3.7,1.8,250,Evening,Weight Gain,Ingredients Not Available,Biryani is a popular dish served as lunch.
Keerai Poriyal,Side Dish,141,29.7,19.6,6.3,200,Anytime,Balanced Diet,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Pongal,Breakfast,169,14.2,11.8,14.2,150,Morning,Weight Gain,"Rice, Moong Dal, Ghee, Black Pepper, Cumin",Pongal is a popular dish served as breakfast.
Aloo Paratha,Breakfast,97,16.0,8.4,11.8,100,Evening,Immunity Boost,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Parotta,Dinner,305,44.6,6.6,17.3,250,Morning,Diabetic Friendly,Ingredients Not Available,Parotta is a popular dish served as dinner.
Paneer Butter Masala,Side Dish,75,22.0,8.2,26.0,200,Morning,Balanced Diet,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Vegetable Sandwich,Snack,226,23.4,10.9,23.1,250,Anytime,Weight Loss,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Idli,Breakfast,70,14.0,4.8,4.9,200,Anytime,Immunity Boost,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Vegetable Kurma,Side Dish,214,64.3,11.6,25.6,200,Evening,Balanced Diet,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Lemon Rice,Lunch,152,23.2,18.7,1.7,250,Afternoon,Weight Gain,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Tomato Soup,Soup,86,56.9,18.7,15.7,100,Evening,Weight Loss,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Masala Tea,Beverage,237,21.9,15.9,2.9,150,Morning,Immunity Boost,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
